id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
8406,Female,28,1,28,0,< 1 Year,Yes,37583,152,160,0
8407,Female,21,1,28,1,< 1 Year,No,26248,160,113,0
8408,Male,42,1,28,1,1-2 Year,No,27245,61,64,0
8409,Male,46,1,8,1,1-2 Year,No,54037,124,143,0
8410,Male,37,1,37,1,1-2 Year,No,34305,124,219,0
8411,Male,21,1,41,1,1-2 Year,No,62452,154,164,0
8412,Female,45,1,28,0,1-2 Year,Yes,40421,26,176,0
8413,Female,24,1,43,1,< 1 Year,No,30124,152,104,0
8414,Female,24,1,39,1,< 1 Year,No,31005,152,135,0
8415,Female,24,1,8,1,< 1 Year,No,35669,152,108,0
8416,Male,40,1,25,0,< 1 Year,No,2630,1,51,0
8418,Female,63,1,33,1,1-2 Year,No,35934,26,128,0
8419,Female,47,1,28,0,> 2 Years,Yes,31025,124,31,0
8421,Female,24,1,29,1,< 1 Year,No,32887,26,220,0
8422,Male,52,1,29,0,1-2 Year,Yes,2630,157,144,0
8423,Female,22,1,50,1,< 1 Year,No,29679,152,123,0
8426,Female,29,1,2,1,< 1 Year,No,2630,152,33,0
8428,Male,27,1,16,1,< 1 Year,No,13475,152,24,0
8429,Male,47,1,32,1,1-2 Year,No,22104,124,58,0
8430,Female,22,1,6,1,< 1 Year,No,14760,152,143,0
8431,Female,29,1,12,1,< 1 Year,Yes,26755,160,118,0
8432,Female,21,1,6,1,< 1 Year,No,21866,152,75,0
8433,Male,22,1,28,0,< 1 Year,Yes,2630,152,280,0
8434,Female,21,1,22,1,< 1 Year,No,2630,152,87,0
8436,Male,76,1,9,0,1-2 Year,Yes,2630,156,163,0
8437,Male,73,1,28,0,1-2 Year,No,35557,26,25,0
8438,Female,32,1,28,1,< 1 Year,No,37753,152,57,0
8439,Male,25,1,13,1,< 1 Year,No,25951,152,199,0
8440,Female,25,1,36,1,< 1 Year,No,35240,152,98,0
8441,Male,22,1,6,0,< 1 Year,Yes,42706,152,278,0
8442,Male,25,1,29,1,< 1 Year,No,39384,152,245,0
8443,Male,40,1,28,0,> 2 Years,Yes,39148,26,59,0
8444,Male,22,1,36,0,< 1 Year,No,29429,152,102,0
8445,Male,22,1,39,0,< 1 Year,Yes,38673,152,66,0
8446,Female,40,1,14,1,1-2 Year,No,17838,152,249,0
8447,Male,49,1,23,0,1-2 Year,Yes,41680,26,13,0
8448,Male,32,1,8,1,< 1 Year,No,33752,152,230,0
8449,Female,24,1,41,1,< 1 Year,Yes,40550,152,240,0
8450,Female,25,1,8,0,< 1 Year,Yes,2630,152,68,0
8451,Male,21,1,46,1,< 1 Year,No,32899,152,274,0
8453,Male,51,1,28,0,> 2 Years,Yes,42041,26,235,0
8454,Male,50,1,8,0,1-2 Year,Yes,42049,124,206,0
8455,Female,25,1,27,0,< 1 Year,Yes,27437,152,37,0
8456,Female,47,1,26,1,1-2 Year,No,34301,124,77,0
8457,Female,23,1,36,1,< 1 Year,No,31534,160,290,0
8458,Female,43,1,28,0,1-2 Year,Yes,36867,124,156,0
8459,Male,56,1,11,0,> 2 Years,Yes,30335,26,213,0
8460,Male,21,1,20,0,< 1 Year,Yes,2630,152,70,0
8461,Male,59,1,28,1,1-2 Year,No,63731,26,48,0
8462,Female,63,1,5,0,1-2 Year,Yes,27311,26,149,0
8463,Female,56,1,30,0,1-2 Year,Yes,33696,140,59,0
8464,Female,72,1,26,1,1-2 Year,No,46198,124,84,0
8466,Male,36,1,28,0,1-2 Year,Yes,40471,124,161,0
8467,Female,68,1,50,1,1-2 Year,Yes,27865,64,57,0
8468,Female,24,1,8,0,< 1 Year,No,23911,160,142,0
8469,Male,54,1,28,0,1-2 Year,Yes,26380,122,168,0
8470,Male,39,1,28,0,1-2 Year,Yes,2630,122,199,0
8471,Male,53,1,28,1,1-2 Year,Yes,53650,124,164,0
8472,Female,23,1,46,0,< 1 Year,Yes,30998,151,161,0
8474,Female,26,1,14,1,< 1 Year,No,24927,152,95,0
8475,Female,20,1,15,0,< 1 Year,Yes,32217,160,124,0
8478,Female,25,1,4,1,< 1 Year,No,24862,152,175,0
8479,Male,43,1,17,0,1-2 Year,Yes,36733,154,87,0
8480,Female,32,1,11,0,1-2 Year,No,2630,156,226,0
8481,Female,26,1,50,1,< 1 Year,No,25738,152,60,0
8482,Male,22,1,35,0,< 1 Year,Yes,42342,26,294,0
8483,Female,73,1,28,1,1-2 Year,No,2630,13,212,0
8484,Female,22,1,11,1,< 1 Year,No,37018,152,63,0
8485,Female,27,1,45,1,< 1 Year,No,23244,152,246,0
8486,Female,50,1,28,0,1-2 Year,Yes,43912,52,182,0
8487,Male,48,1,49,0,1-2 Year,Yes,31418,124,64,0
8488,Female,44,1,35,0,1-2 Year,No,2630,156,91,0
8489,Male,27,1,28,1,< 1 Year,No,47793,152,166,0
8491,Male,70,1,28,1,1-2 Year,No,37699,122,15,0
8492,Male,43,1,47,1,1-2 Year,No,32947,113,22,0
8493,Female,29,1,28,1,< 1 Year,No,29153,152,12,0
8495,Female,71,1,14,1,1-2 Year,No,49654,26,111,0
8496,Male,24,1,41,1,< 1 Year,No,24516,152,179,0
8497,Male,43,1,0,0,1-2 Year,Yes,2630,26,251,0
8498,Male,53,1,28,0,> 2 Years,Yes,33762,39,67,0
8499,Male,24,1,13,1,< 1 Year,No,20427,152,153,0
8500,Female,53,1,18,1,1-2 Year,No,41565,60,276,0
8501,Male,35,1,28,0,1-2 Year,Yes,43739,163,117,0
8502,Female,25,1,8,1,< 1 Year,No,43525,152,108,0
8503,Male,25,1,15,1,< 1 Year,No,28880,152,232,0
8504,Female,23,1,6,1,< 1 Year,No,34954,152,166,0
8505,Female,22,1,8,1,< 1 Year,No,32946,152,278,0
8506,Male,23,1,28,0,< 1 Year,Yes,56720,152,83,0
8507,Female,28,1,29,0,1-2 Year,Yes,2630,156,80,0
8508,Female,22,1,41,1,< 1 Year,No,34541,152,118,0
8509,Female,50,1,41,0,1-2 Year,No,40164,124,187,0
8510,Female,24,1,11,1,< 1 Year,No,38531,152,201,0
8511,Male,23,1,50,0,< 1 Year,No,22573,152,15,0
8512,Male,24,1,45,1,< 1 Year,Yes,20157,152,51,0
8513,Male,50,1,30,0,1-2 Year,Yes,36306,163,176,0
8514,Male,49,1,39,1,1-2 Year,No,45962,124,141,0
8515,Male,48,1,28,1,1-2 Year,No,43080,124,64,0
8516,Female,26,1,8,1,< 1 Year,No,29906,152,59,0
8517,Female,22,1,8,1,< 1 Year,No,34245,152,37,0
8518,Male,41,1,11,1,1-2 Year,No,20470,124,161,0
8520,Male,48,1,15,1,1-2 Year,No,38295,124,279,0
8521,Female,31,1,8,0,< 1 Year,No,2630,1,78,0
8522,Female,21,1,41,0,< 1 Year,Yes,35185,156,50,0
8523,Female,30,1,46,0,< 1 Year,Yes,27071,156,15,0
8524,Male,52,1,39,0,1-2 Year,Yes,33610,26,288,0
8525,Female,22,1,13,0,< 1 Year,Yes,26444,152,292,0
8526,Female,21,1,22,1,< 1 Year,No,2630,152,82,0
8527,Female,44,1,28,0,1-2 Year,Yes,47650,26,182,0
8528,Male,27,1,28,1,< 1 Year,No,39281,152,192,0
8529,Female,22,1,44,1,< 1 Year,No,25134,152,201,0
8530,Female,23,1,27,0,< 1 Year,Yes,30122,152,36,0
8531,Male,74,1,28,1,1-2 Year,No,29290,122,104,0
8532,Male,76,1,41,0,1-2 Year,Yes,44980,124,229,0
8534,Male,65,1,8,1,1-2 Year,No,40010,26,212,0
8535,Male,57,1,39,1,1-2 Year,No,45928,124,201,0
8538,Female,27,1,8,1,< 1 Year,No,44458,152,292,0
8539,Male,70,1,28,0,> 2 Years,Yes,47284,3,186,0
8540,Female,20,1,17,1,< 1 Year,No,34807,160,97,0
8541,Male,30,1,41,1,< 1 Year,No,42761,152,239,0
8542,Male,32,1,28,0,< 1 Year,Yes,19880,122,126,0
8544,Female,24,1,28,1,< 1 Year,No,39002,152,173,0
8545,Female,52,1,41,0,> 2 Years,Yes,50316,163,257,0
8546,Female,41,1,28,0,1-2 Year,Yes,83846,157,286,0
8547,Male,51,1,8,1,1-2 Year,No,31197,124,235,0
8548,Male,43,1,29,0,1-2 Year,Yes,38048,26,124,0
8549,Male,22,1,46,1,< 1 Year,No,32827,152,77,0
8550,Male,42,1,28,0,1-2 Year,No,41649,26,19,0
8551,Female,24,1,45,1,< 1 Year,No,23689,152,147,0
8552,Male,40,1,7,0,1-2 Year,Yes,26510,124,270,0
8553,Male,24,1,28,1,< 1 Year,No,50391,152,255,0
8554,Male,54,1,28,1,1-2 Year,No,45826,26,229,0
8555,Female,26,1,17,1,< 1 Year,No,40999,152,179,0
8556,Female,44,1,28,0,1-2 Year,Yes,42486,124,289,0
8557,Female,25,1,45,1,< 1 Year,No,27747,26,273,0
8558,Female,28,1,27,1,1-2 Year,No,2630,156,263,0
8559,Female,25,1,8,1,< 1 Year,No,27517,160,65,0
8560,Female,24,1,46,1,< 1 Year,No,21303,152,233,0
8561,Female,45,1,2,1,1-2 Year,No,40748,152,28,0
8563,Female,43,1,41,0,1-2 Year,No,26294,26,52,0
8565,Male,35,1,28,0,1-2 Year,Yes,42078,154,108,0
8567,Male,20,1,15,0,< 1 Year,Yes,27171,160,19,0
8568,Female,28,1,3,1,< 1 Year,No,28911,152,118,0
8569,Male,52,1,28,0,1-2 Year,Yes,45317,124,170,0
8570,Female,23,1,36,1,< 1 Year,No,38326,152,111,0
8571,Male,47,1,28,0,1-2 Year,Yes,43861,124,42,0
8572,Male,48,1,8,0,1-2 Year,Yes,62826,26,135,0
8573,Female,21,1,11,0,< 1 Year,Yes,30320,152,167,0
8574,Female,32,1,28,0,< 1 Year,Yes,34874,152,99,0
8575,Male,21,1,8,1,< 1 Year,No,42024,160,108,0
8576,Female,27,1,50,1,< 1 Year,No,32338,152,157,0
8577,Female,20,1,46,1,< 1 Year,No,22273,160,256,0
8578,Female,44,1,49,0,1-2 Year,Yes,16466,26,225,0
8579,Male,27,1,30,0,< 1 Year,Yes,28206,152,191,0
8580,Female,41,1,28,1,1-2 Year,No,25790,26,248,0
8581,Female,24,1,41,1,< 1 Year,No,37273,152,295,0
8582,Male,21,1,8,1,< 1 Year,No,33722,160,268,0
8584,Female,34,1,30,0,1-2 Year,Yes,26001,26,181,0
8585,Male,43,1,18,0,1-2 Year,Yes,58973,157,290,0
8586,Female,25,1,10,1,< 1 Year,No,23874,152,53,0
8587,Male,76,0,27,0,1-2 Year,Yes,24173,26,69,0
8588,Male,47,1,8,1,1-2 Year,No,57779,124,93,0
8589,Male,22,1,33,1,< 1 Year,No,26326,152,44,0
8590,Male,23,1,37,0,< 1 Year,Yes,36881,152,41,0
8591,Female,33,1,28,1,1-2 Year,No,47285,124,166,0
8594,Male,39,1,28,1,1-2 Year,No,22092,26,75,0
8595,Male,48,1,28,0,1-2 Year,Yes,39369,26,256,0
8596,Male,42,1,28,0,1-2 Year,Yes,2630,124,113,0
8597,Male,55,1,28,0,1-2 Year,Yes,2630,26,126,0
8598,Male,22,1,46,1,< 1 Year,No,26102,152,152,0
8599,Male,23,1,31,1,< 1 Year,No,2630,151,259,0
8600,Female,54,1,9,0,1-2 Year,Yes,35231,124,149,0
8601,Male,52,1,46,0,1-2 Year,No,2630,156,272,0
8602,Female,24,1,45,0,< 1 Year,Yes,22707,151,82,0
8603,Male,24,1,35,0,< 1 Year,Yes,45130,152,184,0
8604,Female,25,1,3,1,< 1 Year,No,2630,152,121,0
8605,Female,61,1,18,1,1-2 Year,No,2630,124,185,0
8606,Female,27,1,13,1,< 1 Year,No,27389,152,252,0
8607,Male,59,1,30,0,1-2 Year,Yes,52949,26,248,0
8608,Male,42,1,15,0,1-2 Year,Yes,2630,160,232,0
8610,Male,25,1,41,1,< 1 Year,No,46433,152,260,0
8611,Male,48,1,8,0,1-2 Year,Yes,46341,124,47,0
8612,Female,26,1,46,1,< 1 Year,Yes,30270,26,41,0
8613,Male,42,1,28,1,1-2 Year,No,30718,26,123,0
8614,Female,26,1,8,1,< 1 Year,No,24015,152,248,0
8615,Female,28,1,26,0,< 1 Year,Yes,2630,152,163,0
8617,Male,50,1,46,0,1-2 Year,No,26412,26,47,0
8618,Female,44,1,28,0,1-2 Year,Yes,37365,122,292,0
8619,Female,29,1,28,1,< 1 Year,No,99793,152,103,0
8620,Male,21,1,20,1,< 1 Year,No,2630,160,272,0
8622,Male,44,1,33,1,1-2 Year,No,30546,124,199,0
8623,Male,25,1,26,1,< 1 Year,No,29538,152,290,0
8624,Male,49,1,28,1,1-2 Year,No,46209,26,109,0
8625,Female,25,1,6,1,< 1 Year,No,17882,152,245,0
8627,Female,47,1,50,1,1-2 Year,No,28267,124,84,0
8629,Female,44,1,8,0,1-2 Year,Yes,26665,26,253,0
8630,Female,24,1,2,1,< 1 Year,No,28487,152,172,0
8631,Female,48,1,31,0,1-2 Year,Yes,2630,124,247,0
8632,Female,27,1,3,1,< 1 Year,No,27030,152,56,0
8633,Male,40,1,39,0,1-2 Year,No,2630,156,177,0
8634,Female,23,1,37,1,< 1 Year,No,55169,152,156,0
8635,Female,59,1,46,1,1-2 Year,No,22876,124,250,0
8636,Male,52,1,28,0,> 2 Years,Yes,32518,26,173,0
8637,Male,48,1,28,0,1-2 Year,Yes,29888,26,282,0
8639,Female,24,1,17,1,< 1 Year,No,32109,152,148,0
8641,Male,47,1,39,0,1-2 Year,Yes,27655,26,28,0
8642,Male,44,1,28,0,1-2 Year,Yes,36116,26,142,0
8643,Male,26,1,13,1,< 1 Year,No,2630,152,271,0
8644,Female,26,1,41,1,< 1 Year,No,40571,152,224,0
8645,Female,23,1,37,0,< 1 Year,Yes,32889,152,252,0
8646,Female,26,1,35,1,< 1 Year,No,73361,152,212,0
8648,Male,24,1,47,1,< 1 Year,No,43836,152,161,0
8650,Female,27,1,41,1,< 1 Year,No,39516,152,264,0
8651,Male,24,1,30,1,< 1 Year,No,27330,152,104,0
8652,Male,21,1,3,1,< 1 Year,No,20898,152,215,0
8653,Female,25,1,47,1,< 1 Year,No,34960,152,161,0
8654,Female,46,1,29,0,1-2 Year,Yes,2630,154,166,0
8655,Male,40,1,3,0,1-2 Year,No,25848,124,132,0
8656,Male,50,1,36,0,1-2 Year,Yes,2630,26,192,0
8657,Male,73,1,29,0,> 2 Years,Yes,57607,124,153,0
8658,Female,29,1,19,1,< 1 Year,No,2630,152,157,0
8659,Male,75,1,3,1,1-2 Year,No,34141,26,263,0
8660,Female,23,1,30,1,< 1 Year,No,25311,152,89,0
8661,Female,23,1,47,1,< 1 Year,No,32967,152,269,0
8662,Female,64,1,28,0,1-2 Year,Yes,29565,26,276,0
8664,Male,22,1,50,0,< 1 Year,Yes,35620,152,175,0
8665,Female,36,1,15,0,1-2 Year,Yes,2630,157,45,0
8666,Female,43,1,8,1,1-2 Year,No,44752,152,110,0
8667,Female,37,1,28,0,1-2 Year,No,37297,26,53,0
8668,Male,24,1,46,1,< 1 Year,No,30488,152,11,0
8669,Female,27,1,14,1,< 1 Year,No,25492,152,288,0
8670,Female,31,1,12,1,< 1 Year,No,27588,152,26,0
8671,Female,23,1,28,1,< 1 Year,No,31056,152,87,0
8672,Female,21,1,30,0,< 1 Year,Yes,37239,160,16,0
8673,Male,43,1,28,0,1-2 Year,Yes,31081,26,125,0
8674,Male,43,1,24,0,1-2 Year,Yes,31614,124,295,0
8675,Male,51,1,28,0,1-2 Year,Yes,28585,26,117,0
8676,Female,76,1,29,0,1-2 Year,Yes,46667,61,296,0
8677,Male,21,1,28,0,< 1 Year,Yes,53673,163,92,0
8678,Female,20,1,50,0,< 1 Year,Yes,43653,160,86,0
8680,Male,60,1,8,0,1-2 Year,Yes,2630,25,32,0
8681,Male,33,1,41,1,< 1 Year,No,42187,152,124,0
8683,Male,25,1,37,1,< 1 Year,Yes,34635,152,213,0
8684,Male,26,1,45,1,< 1 Year,No,26402,152,139,0
8685,Male,45,1,30,0,1-2 Year,Yes,22780,26,13,0
8686,Male,44,1,28,0,1-2 Year,Yes,42639,26,200,0
8687,Female,26,1,47,1,< 1 Year,Yes,34909,152,49,0
8688,Male,69,1,28,0,1-2 Year,Yes,56120,26,101,0
8689,Female,24,1,36,1,< 1 Year,No,31470,152,277,0
8690,Male,41,1,19,0,1-2 Year,Yes,2630,124,138,0
8691,Female,25,1,13,0,< 1 Year,Yes,20287,26,74,0
8692,Female,23,1,18,1,< 1 Year,No,43008,26,272,0
8693,Male,50,1,28,1,1-2 Year,No,50223,26,57,0
8694,Male,39,1,29,1,1-2 Year,No,40011,124,121,0
8695,Male,39,1,45,1,1-2 Year,No,23227,152,186,0
8696,Female,26,1,35,0,< 1 Year,Yes,22168,152,202,0
8697,Male,53,1,28,0,1-2 Year,No,42571,25,181,0
8700,Male,55,1,28,1,1-2 Year,No,39250,26,211,0
8701,Male,50,1,2,1,1-2 Year,Yes,37933,26,106,0
8702,Female,26,1,28,1,< 1 Year,No,19580,152,136,0
8704,Male,40,1,46,0,1-2 Year,Yes,39948,94,108,0
8705,Female,26,1,50,1,< 1 Year,No,2630,152,220,0
8706,Female,28,1,50,1,< 1 Year,No,39985,152,298,0
8707,Male,52,1,48,1,1-2 Year,No,2630,124,185,0
8708,Male,46,1,28,0,1-2 Year,Yes,58172,26,268,0
8710,Male,41,1,46,1,1-2 Year,No,22662,124,109,0
8712,Male,41,1,8,0,1-2 Year,Yes,31386,124,236,0
8713,Female,52,1,36,0,1-2 Year,Yes,45522,152,263,0
8714,Female,61,1,15,1,1-2 Year,No,2630,26,262,0
8715,Male,26,1,33,1,< 1 Year,No,29340,152,272,0
8716,Female,22,1,33,1,< 1 Year,No,35325,152,202,0
8717,Female,37,1,1,1,1-2 Year,No,2630,155,160,0
8718,Male,22,1,15,1,< 1 Year,Yes,37008,152,173,0
8719,Female,27,1,21,1,< 1 Year,No,33806,152,72,0
8720,Male,29,1,41,1,< 1 Year,No,31917,152,200,0
8721,Female,24,1,38,1,1-2 Year,No,33308,124,24,0
8722,Female,60,1,8,0,> 2 Years,Yes,45157,157,215,0
8723,Male,24,1,15,1,< 1 Year,No,23253,152,196,0
8724,Male,40,1,46,0,1-2 Year,Yes,36207,124,134,0
8727,Female,48,1,28,0,1-2 Year,Yes,37039,26,166,0
8729,Female,24,1,50,1,< 1 Year,No,26062,152,103,0
8732,Male,32,1,33,1,1-2 Year,No,34572,124,135,0
8733,Female,49,1,33,0,1-2 Year,Yes,43567,26,35,0
8734,Male,43,1,33,0,1-2 Year,Yes,39961,124,19,0
8736,Female,24,1,19,1,< 1 Year,No,24712,152,252,0
8737,Male,48,1,28,1,1-2 Year,No,2630,26,142,0
8738,Male,41,1,28,0,1-2 Year,Yes,49335,124,42,0
8740,Female,61,1,46,0,> 2 Years,Yes,32780,11,84,0
8741,Male,50,1,28,1,1-2 Year,No,43581,124,125,0
8742,Female,27,1,41,1,< 1 Year,No,2630,152,154,0
8743,Female,21,1,47,1,< 1 Year,No,25791,160,110,0
8744,Male,21,1,11,0,< 1 Year,Yes,24338,152,114,0
8745,Male,32,1,37,1,< 1 Year,No,36691,152,153,0
8746,Male,23,1,15,0,< 1 Year,Yes,37971,152,138,0
8747,Male,25,1,32,1,< 1 Year,No,24476,152,113,0
8748,Female,27,1,47,0,< 1 Year,Yes,28257,122,54,0
8749,Male,56,1,35,1,1-2 Year,Yes,2630,156,188,0
8750,Female,26,1,27,0,< 1 Year,Yes,21925,152,61,0
8751,Female,46,1,28,1,1-2 Year,No,29555,26,43,0
8752,Male,71,1,50,1,1-2 Year,No,43113,25,230,0
8753,Male,26,1,28,1,< 1 Year,No,36173,152,165,0
8754,Female,58,1,28,0,1-2 Year,Yes,39937,26,189,0
8755,Male,21,1,8,1,< 1 Year,No,29941,160,33,0
8756,Male,24,1,25,1,< 1 Year,No,58156,152,77,0
8757,Male,24,1,33,1,< 1 Year,No,2630,26,253,0
8758,Female,50,1,8,1,1-2 Year,Yes,60893,26,21,0
8759,Female,23,1,17,1,< 1 Year,No,28263,152,182,0
8760,Female,26,1,28,1,< 1 Year,No,32109,152,104,0
8761,Female,56,1,8,1,1-2 Year,No,36353,152,253,0
8762,Male,65,1,46,0,1-2 Year,Yes,31821,155,18,0
8763,Male,22,1,30,1,< 1 Year,No,30772,152,210,0
8764,Female,23,1,11,1,< 1 Year,No,34752,152,297,0
8765,Female,27,1,18,0,< 1 Year,No,39628,152,152,0
8766,Male,37,1,28,0,1-2 Year,Yes,34822,154,12,0
8767,Male,23,1,28,1,< 1 Year,No,2630,152,86,0
8768,Female,37,1,15,1,1-2 Year,No,31785,152,80,0
8769,Female,29,1,41,1,< 1 Year,No,47220,152,187,0
8771,Male,26,1,12,1,< 1 Year,No,2630,160,130,0
8772,Male,31,1,11,0,< 1 Year,Yes,29517,152,76,0
8773,Female,66,1,28,0,1-2 Year,Yes,45832,13,286,0
8774,Male,56,1,13,0,1-2 Year,No,20812,26,34,0
8776,Male,75,1,46,0,1-2 Year,Yes,30362,124,284,0
8777,Male,50,1,29,1,1-2 Year,No,39259,7,147,0
8778,Male,54,1,3,1,1-2 Year,No,16029,124,174,0
8779,Male,20,1,28,1,1-2 Year,No,2630,156,293,0
8780,Male,22,1,46,1,< 1 Year,No,31747,152,290,0
8781,Male,43,1,28,1,1-2 Year,No,35547,124,115,0
8782,Female,24,1,28,0,< 1 Year,Yes,51743,124,77,0
8783,Male,35,1,41,0,1-2 Year,Yes,46082,152,225,0
8784,Male,49,0,29,1,1-2 Year,Yes,37303,26,175,0
8785,Female,79,1,28,0,1-2 Year,Yes,39136,124,243,0
8786,Female,22,1,46,1,< 1 Year,No,33833,152,24,0
8787,Female,26,1,16,0,< 1 Year,No,32444,152,213,0
8788,Male,22,1,50,0,< 1 Year,Yes,37165,152,50,0
8789,Male,49,1,7,0,1-2 Year,Yes,28972,124,133,0
8790,Male,23,1,32,1,< 1 Year,No,2630,152,31,0
8791,Male,22,1,44,1,< 1 Year,No,37918,152,230,0
8792,Male,22,1,28,1,< 1 Year,No,58190,152,48,0
8793,Female,38,1,3,0,1-2 Year,Yes,19856,124,260,0
8794,Female,27,1,28,1,< 1 Year,No,35012,152,41,0
8796,Male,24,1,30,1,< 1 Year,No,26092,152,28,0
8797,Female,21,1,37,0,< 1 Year,Yes,2630,160,10,0
8798,Female,23,1,11,1,< 1 Year,No,39528,152,100,0
8799,Female,52,1,28,0,1-2 Year,Yes,35816,26,233,0
8800,Female,25,1,45,1,< 1 Year,No,29708,152,78,0
8801,Male,59,1,28,0,1-2 Year,No,43771,26,19,0
8802,Female,24,1,45,0,< 1 Year,Yes,22495,151,21,0
8803,Female,48,1,28,0,1-2 Year,Yes,41771,124,25,0
8804,Male,55,1,28,0,1-2 Year,Yes,48247,26,79,0
8805,Female,22,1,28,1,1-2 Year,No,2630,124,59,0
8806,Male,26,1,35,1,< 1 Year,No,30582,152,89,0
8807,Female,28,1,31,0,< 1 Year,Yes,2630,152,210,0
8808,Female,40,1,28,0,1-2 Year,Yes,49322,124,209,0
8809,Male,44,1,28,0,1-2 Year,Yes,41155,26,169,0
8810,Female,28,1,30,1,< 1 Year,No,36744,152,12,0
8811,Female,26,1,19,0,1-2 Year,No,2630,156,14,0
8812,Female,22,1,8,0,< 1 Year,Yes,36039,152,224,0
8813,Female,35,1,36,1,1-2 Year,No,26930,124,14,0
8814,Female,40,1,28,0,1-2 Year,Yes,38060,26,16,0
8815,Female,36,1,28,1,1-2 Year,No,52872,26,73,0
8816,Female,61,1,15,0,1-2 Year,Yes,26988,26,131,0
8817,Female,77,1,28,1,1-2 Year,No,32051,22,276,0
8818,Female,25,1,11,1,< 1 Year,No,27714,152,179,0
8821,Female,24,1,41,1,< 1 Year,No,2630,152,281,0
8822,Female,31,1,30,1,< 1 Year,No,27880,152,187,0
8823,Male,20,1,28,0,1-2 Year,Yes,31879,26,282,0
8824,Female,25,1,36,1,< 1 Year,No,45306,152,73,0
8825,Female,22,1,45,1,< 1 Year,No,31377,152,134,0
8826,Female,23,1,8,1,< 1 Year,Yes,31035,160,279,0
8827,Female,63,1,28,0,1-2 Year,Yes,35386,55,204,0
8828,Female,64,1,0,0,1-2 Year,Yes,2630,26,27,0
8829,Male,54,1,14,1,1-2 Year,Yes,2630,160,297,0
8831,Male,44,1,28,1,1-2 Year,No,25203,124,117,0
8833,Male,36,1,41,1,1-2 Year,No,2630,109,271,0
8835,Female,24,1,39,1,< 1 Year,No,2630,152,91,0
8836,Female,62,1,48,0,1-2 Year,No,2630,26,273,0
8837,Male,61,1,19,0,1-2 Year,No,27163,26,141,0
8839,Female,63,1,28,1,1-2 Year,No,48570,26,161,0
8840,Male,57,1,39,1,1-2 Year,No,37193,18,30,0
8842,Male,58,1,29,0,1-2 Year,No,28383,26,229,0
8843,Male,71,1,28,0,1-2 Year,Yes,68503,122,191,0
8844,Female,55,1,28,1,1-2 Year,No,50285,26,214,0
8846,Female,21,1,26,0,< 1 Year,Yes,39661,152,196,0
8847,Male,23,1,8,1,< 1 Year,No,37610,152,299,0
8848,Female,26,1,30,1,< 1 Year,No,20592,152,50,0
8850,Male,54,1,31,0,1-2 Year,Yes,2630,124,222,0
8852,Female,48,1,8,0,1-2 Year,Yes,34001,124,256,0
8853,Female,25,1,30,1,< 1 Year,Yes,25812,152,175,0
8854,Female,50,1,3,0,1-2 Year,Yes,31838,124,15,0
8855,Male,34,1,8,0,1-2 Year,Yes,2630,160,221,0
8856,Female,62,1,47,1,1-2 Year,No,28063,26,12,0
8857,Female,26,1,11,1,< 1 Year,No,39254,152,200,0
8858,Male,26,1,28,1,< 1 Year,No,28550,152,276,0
8859,Female,23,1,21,1,< 1 Year,No,18337,152,47,0
8860,Female,22,1,46,0,< 1 Year,Yes,22589,152,283,0
8861,Female,25,1,33,1,< 1 Year,No,23145,152,250,0
8862,Male,24,1,8,1,< 1 Year,No,46471,152,134,0
8863,Female,56,1,28,0,1-2 Year,Yes,50689,124,256,0
8864,Male,31,1,9,1,< 1 Year,No,33838,152,58,0
8865,Male,22,1,8,1,< 1 Year,No,33722,152,107,0
8866,Female,24,1,8,1,< 1 Year,No,42947,152,241,0
8867,Male,34,1,35,0,1-2 Year,Yes,29089,10,212,0
8868,Male,42,1,28,1,1-2 Year,No,34290,154,134,0
8869,Female,29,1,34,1,< 1 Year,No,32078,152,221,0
8870,Female,30,1,28,0,< 1 Year,Yes,31511,152,115,0
8871,Male,21,1,36,1,< 1 Year,No,32277,160,113,0
8872,Male,46,1,8,0,1-2 Year,Yes,33371,154,120,0
8873,Female,46,1,28,0,1-2 Year,Yes,52341,124,294,0
8874,Male,20,1,45,1,< 1 Year,Yes,28197,160,48,0
8875,Female,24,1,28,1,< 1 Year,No,31024,152,168,0
8877,Male,57,1,28,1,1-2 Year,No,54982,152,137,0
8878,Male,33,1,28,1,1-2 Year,No,46511,125,86,0
8879,Female,41,1,33,0,1-2 Year,Yes,25208,154,26,0
8880,Female,67,1,31,0,1-2 Year,Yes,2630,26,130,0
8881,Female,23,1,15,1,< 1 Year,No,31369,152,245,0
8882,Male,30,1,30,1,< 1 Year,No,23660,152,66,0
8883,Male,72,1,46,1,1-2 Year,Yes,36705,11,252,0
8885,Female,54,1,15,1,1-2 Year,No,27148,14,152,0
8886,Female,26,1,23,1,< 1 Year,No,2630,160,27,0
8887,Female,26,1,49,0,< 1 Year,Yes,28268,151,189,0
8888,Male,49,1,28,0,1-2 Year,No,33647,122,226,0
8889,Female,59,1,29,0,1-2 Year,Yes,33809,152,273,0
8890,Female,42,1,18,1,1-2 Year,No,37610,25,256,0
8891,Male,22,1,3,1,< 1 Year,No,29744,152,239,0
8892,Male,36,1,39,0,1-2 Year,Yes,31930,124,111,0
